Cell,Type,Phase,Genl,Ion,Charge,Irmods,LET,E,RBE
AA8,n,a,5.6,56Fe,26,m,200.0,290.0,3.0232
HE,n,G1/G0,6.0,12C,6,m,22.0,126.0,1.9539
HE,n,G1/G0,6.0,12C,6,m,39.0,59.0,2.2162
HE,n,G1/G0,6.0,12C,6,m,68.0,29.3,2.4346
HE,n,G1/G0,6.0,12C,6,m,75.0,26.0,2.8141
HE,n,G1/G0,6.0,12C,6,m,110.0,16.4,3.5513
HE,n,G1/G0,6.0,12C,6,m,124.0,14.0,3.2992
HE,n,G1/G0,6.0,12C,6,m,148.0,11.2,2.9636
HE,n,G1/G0,6.0,12C,6,m,230.0,6.6,2.691
C32TG,t,a,6.0,12C,6,s,50.0,43.4,0.5221
Colo679,t,a,6.0,12C,6,s,50.0,43.4,0.6239
HMV-I,t,a,6.0,12C,6,s,50.0,43.4,0.5855
HMV-II,t,a,6.0,12C,6,s,50.0,43.4,0.5671
92-1,t,a,6.0,12C,6,s,50.0,43.4,0.7129
MeWo,t,a,6.0,12C,6,s,50.0,43.4,0.6502
CHO,n,a,5.6,12C,6,m,20.0,144.0,1.8586
CHO,n,a,5.6,12C,6,m,60.0,35.0,2.302
CHO,n,a,5.6,12C,6,m,82.0,23.5,2.7732
CHO,n,a,5.6,12C,6,m,99.0,18.7,2.8563
CHO,n,a,5.6,20Ne,10,m,102.0,64.0,3.0504
CHO,n,a,5.6,20Ne,10,m,120.0,52.0,3.0781
CHO,n,a,5.6,20Ne,10,m,171.0,34.0,3.6602
CHO,n,a,5.6,20Ne,10,m,228.0,23.4,3.4107
CHO,n,a,5.6,20Ne,10,m,341.0,14.0,2.8563
CHO,n,a,5.6,40Ar,18,m,341.0,105.7,0.8339
CHO,n,a,5.6,56Fe,26,m,780.0,55.0,1.3321
CHO,n,a,5.6,56Fe,26,m,1200.0,28.0,1.0552
CHO,n,a,5.6,56Fe,26,m,2000.0,13.0,0.8062
HTh7,t,a,6.0,4He,2,s,40.0,3.82,1.4598
B16,t,a,5.6,4He,2,s,40.0,3.82,2.403
IGR,t,a,6.0,4He,2,s,40.0,3.82,1.7436
V79,n,a,5.6,4He,2,s,40.0,3.82,1.7966
V79,n,a,5.6,14N,7,m,125.0,20.3,3.1898
LS-174T,t,a,6.0,4He,2,s,40.0,3.82,1.6898
LS-174T,t,a,6.0,14N,7,m,125.0,20.3,3.2283
U-343MG,t,a,6.0,4He,2,s,40.0,3.82,1.8478
U-343MG,t,a,6.0,14N,7,m,125.0,20.3,4.9778
DU-145,t,a,6.0,4He,2,s,40.0,3.82,2.1023
CHO,n,a,5.6,12C,6,m,70.0,28.5,1.8477
CHO,n,a,5.6,56Fe,26,m,200.0,430.0,3.3602
Xrs,n,a,5.6,12C,6,m,70.0,28.5,1.2138
Xrs,n,a,5.6,56Fe,26,m,200.0,430.0,1.4311
Ku80,n,a,5.6,12C,6,m,70.0,28.5,2.4141
Ku80,n,a,5.6,56Fe,26,m,200.0,430.0,4.0529
HFLIII,n,a,6.0,12C,6,m,70.0,28.5,1.8597
HFLIII,n,a,6.0,56Fe,26,m,200.0,430.0,2.6354
180BR,n,a,6.0,12C,6,m,70.0,28.5,0.9299
180BR,n,a,6.0,56Fe,26,m,200.0,430.0,1.7022
NB1RGB,n,a,6.0,12C,6,m,20.0,144.0,1.2907
NB1RGB,n,a,6.0,12C,6,m,40.0,57.0,1.4747
NB1RGB,n,a,6.0,12C,6,m,80.0,24.0,2.2359
U87MG,t,a,6.0,12C,6,m,20.0,144.0,1.4141
U87MG,t,a,6.0,12C,6,m,40.0,57.0,1.6829
U87MG,t,a,6.0,12C,6,m,80.0,24.0,2.1563
TK1,t,a,6.0,12C,6,m,20.0,144.0,1.7113
TK1,t,a,6.0,12C,6,m,40.0,57.0,2.0887
TK1,t,a,6.0,12C,6,m,80.0,24.0,3.4961
ChangHL,n,a,6.0,7Li,3,m,55.0,7.0,1.9016
ChangHL,n,a,6.0,12C,6,m,220.0,7.0,2.0347
ChangHL,n,a,6.0,40Ar,18,m,1940.0,5.3,0.4822
M3-1,n,a,5.6,7Li,3,m,55.0,7.0,2.32
M3-1,n,a,5.6,11B,5,m,165.0,6.3,2.4236
M3-1,n,a,5.6,12C,6,m,220.0,7.0,2.394
M3-1,n,a,5.6,14N,7,m,350.0,5.7,2.1442
M3-1,n,a,5.6,16O,8,m,385.0,7.0,1.9748
M3-1,n,a,5.6,20Ne,10,m,580.0,7.0,1.7187
M3-1,n,a,5.6,40Ar,18,m,1940.0,5.3,0.682
V79,n,a,5.6,4He,2,m,106.0,1.3,4.9506
A172,t,a,6.0,12C,6,s,70.0,28.5,1.7991
A172,t,a,6.0,4He,2,s,156.0,0.51,1.2127
A172neo,t,a,6.0,12C,6,s,70.0,28.5,1.7653
A172neo,t,a,6.0,4He,2,s,156.0,0.51,1.1634
A172mp53,t,a,6.0,12C,6,s,70.0,28.5,2.0274
A172mp53,t,a,6.0,4He,2,s,156.0,0.51,1.3523
TG98G,t,a,6.0,12C,6,s,70.0,28.5,1.9121
TG98G,t,a,6.0,4He,2,s,156.0,0.51,1.3311
H1299wtp53,t,a,6.0,12C,6,m,30.0,83.0,1.301
H1299wtp53,t,a,6.0,12C,6,m,70.0,28.5,1.7193
H1299wtp53,t,a,6.0,12C,6,m,100.0,18.5,2.3036
H1299tp53,t,a,6.0,12C,6,m,30.0,83.0,1.6237
H1299tp53,t,a,6.0,12C,6,m,70.0,28.5,2.4618
H1299tp53,t,a,6.0,12C,6,m,100.0,18.5,3.2839
H1299tp53-null,t,a,6.0,12C,6,m,30.0,83.0,1.7755
H1299tp53-null,t,a,6.0,12C,6,m,70.0,28.5,2.8642
H1299tp53-null,t,a,6.0,12C,6,m,100.0,18.5,3.6085
OCUB-M,t,a,6.0,12C,6,s,80.0,24.0,2.8421
CRL-1500,t,a,6.0,12C,6,s,80.0,24.0,2.777
YMB-1,t,a,6.0,12C,6,s,80.0,24.0,2.2323
Aprt,n,a,5.6,56Fe,26,m,151.4,1000.0,1.954
AG01522,n,a,6.0,4He,2,m,16.2,11.5,1.4414
AG01522,n,a,6.0,12C,6,m,76.3,25.5,2.9681
AG01522,n,a,6.0,12C,6,m,108.0,17.0,3.887
AG01522,n,a,6.0,20Ne,10,m,321.0,15.0,3.3476
AG01522,n,a,6.0,20Ne,10,m,437.0,10.0,2.7373
AG01522,n,a,6.0,40Ar,18,m,1610.0,7.0,0.8293
V79,n,a,5.6,12C,6,m,100.0,18.5,3.3857
V79,n,a,5.6,4He,2,m,120.0,0.81,5.7292
V79,n,a,5.6,40Ar,18,m,86.0,575.0,2.7407
V79,n,a,5.6,58Fe,26,m,442.0,115.0,2.7333
SASmp53,t,a,6.0,12C,6,m,30.0,83.0,1.7146
SASmp53,t,a,6.0,12C,6,m,70.0,28.5,2.6908
SASmp53,t,a,6.0,12C,6,m,100.0,18.5,3.7255
SASmp53,t,a,6.0,12C,6,m,150.0,11.0,2.6874
SASneo,t,a,6.0,12C,6,m,30.0,83.0,1.4872
SASneo,t,a,6.0,12C,6,m,70.0,28.5,2.3162
SASneo,t,a,6.0,12C,6,m,100.0,18.5,0.338
SASneo,t,a,6.0,12C,6,m,150.0,11.0,2.2068
AG1522,n,a,6.0,56Fe,26,m,442.0,200.0,1.4561
AG1522,n,a,6.0,56Fe,26,m,200.0,500.0,1.9115
AG1522,n,a,6.0,56Fe,26,m,147.0,1000.0,2.1633
AG1522,n,a,6.0,48Ti,22,m,106.0,970.0,2.0713
AG1522,n,a,6.0,26Si,14,m,56.0,490.0,2.0016
B16-F0,t,a,5.6,1H,1,m,3.4,14.4,0.9871
B16-F0,t,a,5.6,1H,1,m,14.0,2.9,1.6093
B16-F0,t,a,5.6,6Li,3,m,135.0,14.0,3.2699
HEK,n,a,6.0,13C,6,m,33.2,72.4,2.058
HEK,n,a,6.0,13C,6,m,73.2,27.8,2.5803
C3H10T1/2,n,G0/G1,5.6,4He,2,m,177.0,0.45,3.0204
V79-4,n,a,5.6,4He,2,m,121.0,3.26,5.0911
irs1,n,a,5.6,4He,2,m,121.0,3.26,3.0727
irs2,n,a,5.6,4He,2,m,121.0,3.26,3.2444
irs3,n,a,5.6,4He,2,m,121.0,3.26,3.8179
CHO-K1,n,a,5.6,4He,2,m,121.0,3.26,3.1764
xrs5,n,a,5.6,4He,2,m,121.0,3.26,1.5645
V79,Null,Null,0.0,1H,1,Null,7.7,6.0,1.06
V79,Null,Null,0.0,1H,1,Null,10.1,3.66,1.25
V79,Null,Null,0.0,1H,1,Null,11.0,4.5,1.33
V79,Null,Null,0.0,1H,1,Null,17.0,4.0,1.61
V79,Null,Null,0.0,1H,1,Null,17.8,1.83,1.4
V79,Null,Null,0.0,1H,1,Null,20.0,3.3,1.6
V79,Null,Null,0.0,1H,1,Null,24.0,4.0,1.91
V79,Null,Null,0.0,1H,1,Null,27.6,1.07,1.91
V79,Null,Null,0.0,1H,1,Null,30.5,3.0,1.82
V79,Null,Null,0.0,1H,1,Null,32.0,4.0,3.36
V79,Null,Null,0.0,1H,1,Null,34.6,2.96,1.65
V79,Null,Null,0.0,1H,1,Null,37.8,2.93,1.46
V79,Null,Null,0.0,2H,1,Null,18.5,3.4,1.56
V79,Null,Null,0.0,2H,1,Null,26.3,2.14,1.97
V79,Null,Null,0.0,2H,1,Null,36.1,1.4,2.74
V79,Null,Null,0.0,2H,1,Null,49.8,0.93,3.04
V79,Null,Null,0.0,4He,2,Null,18.6,12.0,1.37
V79 4,Null,Null,0.0,4He,2,Null,20.0,0.0,1.7
V79,Null,Null,0.0,4He,2,Null,23.0,12.0,1.4
V79,Null,Null,0.0,4He,2,Null,23.8,12.0,1.58
V79,Null,Null,0.0,4He,2,Null,24.0,12.0,1.42
V79 4,Null,Null,0.0,4He,2,Null,28.0,0.0,2.1
V79,Null,Null,0.0,4He,2,Null,29.9,12.0,1.49
V79,Null,Null,0.0,4He,2,Null,38.1,12.0,2.18
V79,Null,Null,0.0,4He,2,Null,39.2,12.0,2.1
V79,Null,Null,0.0,4He,2,Null,39.4,12.0,2.0
V79,Null,Null,0.0,12C,6,Null,31.0,135.0,1.74
V79,Null,Null,0.0,12C,6,Null,32.4,85.0,1.5
V79,Null,Null,0.0,12C,6,Null,40.0,290.0,1.87
V79,Null,Null,0.0,12C,6,Null,40.0,400.0,2.3
V79,Null,Null,0.0,12C,6,Null,40.1,135.0,2.35
V79,Null,Null,0.0,12C,6,Null,40.6,135.0,2.16
V79,Null,Null,0.0,12C,6,Null,50.0,290.0,2.0
V79,Null,Null,0.0,12C,6,Null,50.3,135.0,2.76
V79,Null,Null,0.0,12C,6,Null,57.6,135.0,2.36
V79,Null,Null,0.0,12C,6,Null,60.0,290.0,2.58
V79,Null,Null,0.0,12C,6,Null,60.0,135.0,2.67
V79,Null,Null,0.0,12C,6,Null,75.0,290.0,2.6
V79,Null,Null,0.0,12C,6,Null,78.5,135.0,3.29
V79,Null,Null,0.0,12C,6,Null,80.6,135.0,3.13
V79,Null,Null,0.0,12C,6,Null,88.0,135.0,3.35
V79,Null,Null,0.0,12C,6,Null,94.0,19.0,3.98
V79,Null,Null,0.0,12C,6,Null,100.0,290.0,3.51
V79,Null,Null,0.0,12C,6,Null,102.0,135.0,3.63
V79,Null,Null,0.0,12C,6,Null,110.0,290.0,3.15
V79,Null,Null,0.0,12C,6,Null,117.0,135.0,4.18
V79,Null,Null,0.0,12C,6,Null,127.0,135.0,3.45
V79,Null,Null,0.0,12C,6,Null,137.0,135.0,4.53
V79,Null,Null,0.0,12C,6,Null,142.0,135.0,4.45
V79,Null,Null,0.0,12C,6,Null,152.0,135.0,3.15
V79,Null,Null,0.0,12C,6,Null,153.5,11.4,3.8
V79,Null,Null,0.0,12C,6,Null,206.0,12.0,4.06
V79,Null,Null,0.0,12C,6,Null,222.0,6.7,3.19
V79,Null,Null,0.0,12C,6,Null,232.0,12.0,3.27
V79,Null,Null,0.0,12C,6,Null,237.0,135.0,2.09
V79,Null,Null,0.0,12C,6,Null,255.0,12.0,3.29
V79,Null,Null,0.0,12C,6,Null,275.0,6.12,3.0
V79,Null,Null,0.0,12C,6,Null,276.0,12.0,3.63
V79,Null,Null,0.0,12C,6,Null,295.0,0.0,2.9
V79,Null,Null,0.0,12C,6,Null,303.0,4.5,2.25
V79,Null,Null,0.0,12C,6,Null,339.1,5.0,2.6
V79,Null,Null,0.0,12C,6,Null,360.0,12.0,3.29
V79,Null,Null,0.0,12C,6,Null,432.0,12.0,2.59
V79,Null,Null,0.0,12C,6,Null,482.0,3.5,2.0
V79,Null,Null,0.0,12C,6,Null,493.0,12.0,2.57
V79,Null,Null,0.0,12C,6,Null,502.0,12.0,2.39
V79,Null,Null,0.0,14N,7,Null,78.0,45.0,2.41
V79,Null,Null,0.0,14N,7,Null,125.0,21.0,3.22
V79,Null,Null,0.0,14N,7,Null,165.0,45.0,3.12
V79 4,Null,Null,0.0,14N,7,Null,470.0,0.0,2.5
V79,Null,Null,0.0,16O,8,Null,18.0,0.0,1.3
V79,Null,Null,0.0,16O,8,Null,46.0,0.0,1.7
V79,Null,Null,0.0,16O,8,Null,238.0,0.0,3.8
V79,Null,Null,0.0,16O,8,Null,276.0,0.0,3.3
V79,Null,Null,0.0,16O,8,Null,754.0,0.0,1.7
V79,Null,Null,0.0,20Ne,10,Null,28.0,0.0,1.4
V79,Null,Null,0.0,20Ne,10,Null,42.0,0.0,2.0
V79,Null,Null,0.0,20Ne,10,Null,62.1,135.0,2.2
V79,Null,Null,0.0,20Ne,10,Null,62.2,135.0,2.23
V79,Null,Null,0.0,20Ne,10,Null,80.0,135.0,2.46
V79,Null,Null,0.0,20Ne,10,Null,84.6,135.0,2.59
V79,Null,Null,0.0,20Ne,10,Null,91.0,0.0,2.4
V79,Null,Null,0.0,20Ne,10,Null,96.6,135.0,3.0
V79,Null,Null,0.0,20Ne,10,Null,108.0,400.0,2.18
V79,Null,Null,0.0,20Ne,10,Null,110.0,135.0,2.82
V79,Null,Null,0.0,20Ne,10,Null,146.0,135.0,3.52
V79,Null,Null,0.0,20Ne,10,Null,158.0,135.0,3.76
V79,Null,Null,0.0,20Ne,10,Null,178.0,135.0,3.86
V79,Null,Null,0.0,20Ne,10,Null,219.0,135.0,3.54
V79,Null,Null,0.0,20Ne,10,Null,239.0,135.0,3.99
V79,Null,Null,0.0,20Ne,10,Null,287.0,135.0,3.72
V79,Null,Null,0.0,20Ne,10,Null,294.0,0.0,2.0
V79,Null,Null,0.0,20Ne,10,Null,335.0,0.0,2.3
V79,Null,Null,0.0,20Ne,10,Null,366.0,0.0,2.6
V79,Null,Null,0.0,20Ne,10,Null,373.0,135.0,2.97
V79,Null,Null,0.0,20Ne,10,Null,452.0,0.0,1.8
V79,Null,Null,0.0,20Ne,10,Null,528.0,135.0,2.07
V79,Null,Null,0.0,20Ne,10,Null,569.0,135.0,1.26
V79,Null,Null,0.0,40Ar,18,Null,220.0,500.0,1.84
V79,Null,Null,0.0,56Fe,26,Null,200.0,500.0,2.86
V79,Null,Null,0.0,56Fe,26,Null,797.0,90.0,1.5
V79,Null,Null,0.0,56Fe,26,Null,1298.0,90.0,1.13
V79,Null,Null,0.0,56Fe,26,Null,2106.0,90.0,0.9
CHO K1,Null,Null,0.0,12C,6,Null,13.7,270.0,1.5
CHO K1,Null,Null,0.0,12C,6,Null,16.8,195.0,1.5
CHO K1,Null,Null,0.0,12C,6,Null,20.0,212.5,1.6
CHO K1,Null,Null,0.0,12C,6,Null,24.0,212.5,1.4
CHO K1,Null,Null,0.0,12C,6,Null,32.4,85.0,1.9
CHO K1,Null,Null,0.0,12C,6,Null,60.0,212.5,2.3
CHO K1,Null,Null,0.0,12C,6,Null,83.0,212.5,2.5
CHO K1,Null,Null,0.0,12C,6,Null,103.0,18.4,3.5
CHO K1,Null,Null,0.0,12C,6,Null,121.0,212.5,3.1
CHO K1,Null,Null,0.0,12C,6,Null,153.5,11.4,3.7
CHO K1,Null,Null,0.0,12C,6,Null,275.0,6.12,3.2
CHO K1,Null,Null,0.0,12C,6,Null,339.1,5.0,2.6
CHO K1,Null,Null,0.0,12C,6,Null,438.0,33.2,2.7
CHO K1,Null,Null,0.0,12C,6,Null,482.0,3.5,2.2
CHO K1,Null,Null,0.0,12C,6,Null,576.0,9.1,2.2
CHO K1,Null,Null,0.0,12C,6,Null,830.0,48.5,1.7
CHO K1,Null,Null,0.0,12C,6,Null,832.0,20.3,1.7
CHO K1,Null,Null,0.0,20Ne,10,Null,65.0,135.0,2.4
CHO K1,Null,Null,0.0,20Ne,10,Null,67.0,135.0,2.9
CHO K1,Null,Null,0.0,20Ne,10,Null,100.0,135.0,2.7
CHO K1,Null,Null,0.0,20Ne,10,Null,122.0,135.0,3.4
CHO K1,Null,Null,0.0,20Ne,10,Null,171.0,135.0,3.3
CHO K1,Null,Null,0.0,20Ne,10,Null,217.0,135.0,3.2
CHO K1,Null,Null,0.0,20Ne,10,Null,230.0,135.0,2.9
CHO K1,Null,Null,0.0,20Ne,10,Null,300.0,135.0,2.9
CHO K1,Null,Null,0.0,20Ne,10,Null,340.0,135.0,2.6
CHO K1,Null,Null,0.0,20Ne,10,Null,1017.0,56.1,1.5
CHO K1,Null,Null,0.0,20Ne,10,Null,1245.0,34.7,1.2
CHO K1,Null,Null,0.0,20Ne,10,Null,1616.0,15.0,1.1
CHO K1,Null,Null,0.0,40Ar,18,Null,352.0,328.0,2.9
CHO K1,Null,Null,0.0,40Ar,18,Null,660.0,328.0,2.0
CHO K1,Null,Null,0.0,56Fe,26,Null,743.0,90.0,1.6
CHO K1,Null,Null,0.0,56Fe,26,Null,1120.0,90.0,1.2
CHO K1,Null,Null,0.0,56Fe,26,Null,2000.0,90.0,1.08
T1,Null,Null,0.0,beta_particles,1,Null,20.0,0.0,0.85
T1,Null,Null,0.0,2H,1,Null,6.5,6.58,1.12
T1,Null,Null,0.0,4He,2,Null,25.0,6.58,1.8
T1,Null,Null,0.0,7Li,3,Null,55.0,6.58,2.6
T1,Null,Null,0.0,11B,5,Null,165.0,6.58,3.4
T1,Null,Null,0.0,12C,6,Null,10.0,400.0,1.1
T1,Null,Null,0.0,12C,6,Null,13.0,400.0,1.2
T1,Null,Null,0.0,12C,6,Null,16.0,400.0,1.1
T1,Null,Null,0.0,12C,6,Null,21.8,135.0,1.53
T1,Null,Null,0.0,12C,6,Null,23.0,400.0,1.4
T1,Null,Null,0.0,12C,6,Null,29.0,400.0,1.5
T1,Null,Null,0.0,12C,6,Null,39.7,135.0,2.12
T1,Null,Null,0.0,12C,6,Null,39.8,135.0,1.72
T1,Null,Null,0.0,12C,6,Null,61.5,135.0,2.24
T1,Null,Null,0.0,12C,6,Null,80.4,135.0,3.19
T1,Null,Null,0.0,12C,6,Null,83.0,400.0,2.6
T1,Null,Null,0.0,12C,6,Null,109.0,135.0,3.63
T1,Null,Null,0.0,12C,6,Null,126.0,400.0,2.6
T1,Null,Null,0.0,12C,6,Null,144.0,135.0,3.48
T1,Null,Null,0.0,12C,6,Null,220.0,6.57,4.1
T1,Null,Null,0.0,12C,6,Null,252.0,12.0,3.93
T1,Null,Null,0.0,14N,7,Null,300.0,6.5,3.0
T1,Null,Null,0.0,16O,8,Null,385.0,6.58,2.7
T1,Null,Null,0.0,20Ne,10,Null,33.0,425.0,1.5
T1,Null,Null,0.0,20Ne,10,Null,37.0,425.0,1.6
T1,Null,Null,0.0,20Ne,10,Null,61.9,135.0,2.32
T1,Null,Null,0.0,20Ne,10,Null,74.0,425.0,2.0
T1,Null,Null,0.0,20Ne,10,Null,81.6,135.0,2.98
T1,Null,Null,0.0,20Ne,10,Null,81.8,135.0,2.89
T1,Null,Null,0.0,20Ne,10,Null,100.0,425.0,2.8
T1,Null,Null,0.0,20Ne,10,Null,101.0,135.0,2.98
T1,Null,Null,0.0,20Ne,10,Null,103.0,135.0,3.03
T1,Null,Null,0.0,20Ne,10,Null,111.0,135.0,3.74
T1,Null,Null,0.0,20Ne,10,Null,136.0,425.0,2.9
T1,Null,Null,0.0,20Ne,10,Null,166.0,135.0,3.34
T1,Null,Null,0.0,20Ne,10,Null,176.0,135.0,3.48
T1,Null,Null,0.0,20Ne,10,Null,222.0,135.0,3.06
T1,Null,Null,0.0,20Ne,10,Null,226.0,425.0,2.7
T1,Null,Null,0.0,20Ne,10,Null,249.0,135.0,2.81
T1,Null,Null,0.0,20Ne,10,Null,262.0,135.0,2.92
T1,Null,Null,0.0,20Ne,10,Null,340.0,135.0,2.5
T1,Null,Null,0.0,20Ne,10,Null,361.0,135.0,2.29
T1,Null,Null,0.0,20Ne,10,Null,432.0,425.0,2.6
T1,Null,Null,0.0,20Ne,10,Null,580.0,6.58,2.1
T1,Null,Null,0.0,40Ar,18,Null,84.0,570.0,2.1
T1,Null,Null,0.0,40Ar,18,Null,92.0,570.0,2.5
T1,Null,Null,0.0,40Ar,18,Null,113.0,570.0,2.7
T1,Null,Null,0.0,40Ar,18,Null,144.0,570.0,2.6
T1,Null,Null,0.0,40Ar,18,Null,179.0,570.0,2.5
T1,Null,Null,0.0,40Ar,18,Null,335.0,570.0,2.0
T1,Null,Null,0.0,40Ar,18,Null,641.0,570.0,1.5
T1,Null,Null,0.0,40Ar,18,Null,1940.0,5.7,1.1
